id;sentenca;classe
1060;Alerta financeiro: Os valores bloqueados foram transferidos.;Financeiro_e_Custas
4123;Urgente: A equipe trabalhista cancelou o despacho com o juiz para alinhamento estratégico.;Tarefas_e_Delegações_Interna
884;Voto do relator publicado na 9ª Vara de Falências e Recuperação Judicial.;Andamentos_Processuais
1268;Pagamento pendente: Os honorários de sucumbência no valor de R$ 2.000,00 foram cancelados com vencimento para amanhã.;Financeiro_e_Custas
3974;Prazo para emenda à petição inicial expira na sexta-feira.;Prazos_e_Audiências
3399;Prazo para juntada de documentos complementares consta registrado na pauta processual do dia 20/6.;Prazos_e_Audiências
2030;Upload falhou: A certidão de nascimento foi enviada por e-mail pelo assistente jurídico.;Gestão_de_Documentos
581;Decretação de revelia da parte ré no 2º Juizado Especial Federal.;Andamentos_Processuais
3487;Prazo para emenda à petição inicial expira em 48 horas.;Prazos_e_Audiências
3149;Audiência de tentativa de conciliação hoje às 13h no CEJUSC.;Prazos_e_Audiências
2390;Alerta: A ata notarial aguarda validação do gestor e o cliente já foi notificado.;Gestão_de_Documentos
1974;A despesa de cartório foi paga sem incidência de juros.;Financeiro_e_Custas
1036;Repasse ao cliente finalizado no valor de R$ 4.500,00 pela controladoria jurídica.;Financeiro_e_Custas
3608;Lembrete: O prazo para contrarrazões encerra-se na próxima semana. A parte contrária já foi intimada.;Prazos_e_Audiências
2029;Atualização: A guia de custas foi digitalizada em alta resolução para instrução probatória.;Gestão_de_Documentos
4319;Lembrete: O Dr. Rafael encerrou o resumo do processo no sistema ERP.;Tarefas_e_Delegações_Interna
2370;Petição de juntada da procuração assinada com token OAB.;Gestão_de_Documentos
1110;Aviso: O depósito judicial no valor de R$ 7.100,00 foi lançado pelo setor financeiro.;Financeiro_e_Custas
3052;Oitiva de testemunha registrada na pauta do dia 17/5.;Prazos_e_Audiências
4737;Sócio sênior delegou a conferência da contestação para você.;Tarefas_e_Delegações_Interna
2187;Alerta: O substabelecimento foi fragmentado em partes para instrução probatória.;Gestão_de_Documentos
2921;Cópia autenticada da procuração solicitada ao cartório.;Gestão_de_Documentos
4381;Lembrete: A controladoria jurídica concluiu o cadastro da ação para despacho com o magistrado.;Tarefas_e_Delegações_Interna
794;Atenção: Decisão interlocutória proferida. Confira o teor no sistema.;Andamentos_Processuais
500;Aviso de movimentação: Baixa definitiva dos autos. Aguardando a intimação do réu.;Andamentos_Processuais
4371;A advogada júnior encerrou o preenchimento do timesheet referente ao caso Silva.;Tarefas_e_Delegações_Interna
3921;Importante: A sessão do tribunal do júri ocorrerá de forma 100% virtual. Notifique o cliente.;Prazos_e_Audiências
2753;Documento: A documentação anexada foi fragmentada em partes para instrução probatória.;Gestão_de_Documentos
1586;Honorários contratuais para conferência do sócio financeiro.;Financeiro_e_Custas
4809;Atenção equipe: O estagiário marcou o despacho com o juiz para alinhamento estratégico.;Tarefas_e_Delegações_Interna
4938;Workflow encerrado: triagem de novos casos do processo de João Pereira.;Tarefas_e_Delegações_Interna
885;Urgente: Homologado o acordo na 3ª Vara Criminal.;Andamentos_Processuais
2689;Status interno: A escritura do imóvel foi assinada digitalmente.;Gestão_de_Documentos
3641;Audiência una marcada para amanhã às 14h.;Prazos_e_Audiências
653;Embargos de declaração opostos no processo nº 0082091-82.2023.8.24.0002.;Andamentos_Processuais
4713;Aviso interno: A estagiária conferiu a redação da petição para a reunião de sexta.;Tarefas_e_Delegações_Interna
1335;Guia de preparo recursal emitida no valor de R$ 18.000,00.;Financeiro_e_Custas
1200;Pagamento pendente: Os honorários de sucumbência foram cancelados conforme tabela da OAB.;Financeiro_e_Custas
2469;A escritura do imóvel foi digitalizada em alta resolução.;Gestão_de_Documentos
3526;O prazo para contestação encerra-se na próxima sexta-feira. Revise os memoriais antes da data.;Prazos_e_Audiências
2694;Documento: O comprovante de pagamento foi enviado por e-mail.;Gestão_de_Documentos
3038;O prazo para apelação termina em 48 horas. Atenção ao calendário interno.;Prazos_e_Audiências
2608;Nova pasta compartilhada criada para os documentos do cliente corporativo.;Gestão_de_Documentos
4473;Lembrete: enviar a procuração ad judicia até amanhã.;Tarefas_e_Delegações_Interna
1952;Confirmação: Os honorários de sucumbência foram transferidos e notificação enviada.;Financeiro_e_Custas
2005;Aviso: 3 arquivos aguardando categorização na caixa de entrada.;Gestão_de_Documentos
926;Atualização processual: Ato ordinatório praticado.;Andamentos_Processuais
2115;A guia de recolhimento foi digitalizada em alta resolução para instrução probatória.;Gestão_de_Documentos
1849;Bloqueio Sisbajud no valor de R$ 2.000,00.;Financeiro_e_Custas
1917;Cálculo de liquidação de sentença finalizado pela controladoria.;Financeiro_e_Custas
3902;Prazo para embargos de declaração expira amanhã.;Prazos_e_Audiências
4623;Sócio diretor pediu urgência na análise do caso até o final do dia.;Tarefas_e_Delegações_Interna
4768;Solicitação de suporte: verificar status do processo de Comércio XYZ.;Tarefas_e_Delegações_Interna
2758;Assinatura eletrônica da contestação pendente.;Gestão_de_Documentos
4859;Urgente: O sócio sênior transferiu a redação da petição e aguarda aprovação.;Tarefas_e_Delegações_Interna
4874;Tarefa atribuída: atualizar a planilha de acompanhamento do caso Distribuidora Central.;Tarefas_e_Delegações_Interna
3840;Audiência de instrução e julgamento marcada para a próxima terça-feira às 15h.;Prazos_e_Audiências
4424;Atenção equipe: O Dr. Carlos devolveu a redação da petição com máxima urgência.;Tarefas_e_Delegações_Interna
2314;Versão atualizada do laudo pericial substituiu a anterior no repositório.;Gestão_de_Documentos
3573;Prazo fatal para recolhimento de custas processuais expira amanhã.;Prazos_e_Audiências
2480;Petição de juntada da certidão de casamento assinada com token OAB.;Gestão_de_Documentos
2922;Atenção: O substabelecimento está disponível para download e o cliente já foi notificado.;Gestão_de_Documentos
3950;Lembrete urgente: audiência de instrução trabalhista hoje às 08h.;Prazos_e_Audiências
622;Status do processo: Sentença de mérito publicada no sistema PJe. O prazo recursal inicia-se amanhã.;Andamentos_Processuais
1304;Fatura mensal vencida pelo setor financeiro.;Financeiro_e_Custas
750;Reconsideração de decisão anterior indeferida pelo juiz plantonista.;Andamentos_Processuais
4794;A equipe tributária revisou o cadastro da ação com máxima urgência.;Tarefas_e_Delegações_Interna
3912;Prazo para apresentação de recurso vence em 3 dias úteis.;Prazos_e_Audiências
4479;Status da tarefa: A estagiária finalizou a reunião de equipe e aguarda aprovação.;Tarefas_e_Delegações_Interna
2006;Falha no upload do termo de audiência: arquivo corrompido.;Gestão_de_Documentos
89;Sentença de mérito publicada no processo de execução. Aguardando a intimação do réu.;Andamentos_Processuais
334;Atualização processual: Indeferida a liminar no Diário da Justiça Eletrônico.;Andamentos_Processuais
3564;Atenção: A sessão de julgamento está aguardando o link. O sistema já foi atualizado.;Prazos_e_Audiências
330;Atenção: Indeferida a liminar. Confira o teor no sistema.;Andamentos_Processuais
189;Cumprimento de sentença iniciado no PJe.;Andamentos_Processuais
4316;Coordenador aprovou o termo de audiência antes do envio ao cliente.;Tarefas_e_Delegações_Interna
1014;Aviso: O reembolso de diligência venceu.;Financeiro_e_Custas
2230;Upload falhou: A minuta da contestação está pendente de assinatura e o cliente já foi notificado.;Gestão_de_Documentos
1454;Despesa de tradução juramentada no valor de R$ 22.000,00.;Financeiro_e_Custas
1515;Guia de custas iniciais emitida no valor de R$ 6.500,00.;Financeiro_e_Custas
3627;Prazo para alegações finais expira na sexta-feira.;Prazos_e_Audiências
320;Atualização processual: Decisão interlocutória proferida. Consulte a íntegra no e-Proc.;Andamentos_Processuais
1556;Aviso: Os honorários de sucumbência foram quitados e anexado aos autos.;Financeiro_e_Custas
1891;Confirmação: O boleto de honorários foi efetuado.;Financeiro_e_Custas
4821;Tarefa atribuída: redigir a contestação do caso Grupo Beta Ltda.;Tarefas_e_Delegações_Interna
635;Carta precatória expedida no processo nº 0047105-96.2021.8.11.0001. Publicação no Diário Oficial de hoje.;Andamentos_Processuais
4325;Coordenador solicitou revisão da procuração ad judicia antes do envio ao cliente.;Tarefas_e_Delegações_Interna
3007;Audiência de custódia marcada para a próxima terça-feira às 15h.;Prazos_e_Audiências
600;Status do processo: Expedido alvará eletrônico. Verifique o andamento no tribunal.;Andamentos_Processuais
4574;Workflow iniciado: revisão documental do processo de Banco Meridional.;Tarefas_e_Delegações_Interna
3258;Lembrete: O prazo prescricional encerra-se na próxima semana. Notifique o cliente.;Prazos_e_Audiências
454;Atualização processual: Apelação interposta. Prazo comum aberto.;Andamentos_Processuais
172;Aviso de movimentação: Redistribuição do processo. Confira o teor no sistema.;Andamentos_Processuais
1975;Honorários periciais aguardando aprovação da diretoria.;Financeiro_e_Custas
152;Juntada de laudo pericial aos autos no processo do executado.;Andamentos_Processuais
1471;Pagamento pendente: A guia de custas no valor de R$ 9.200,00 foi atualizada no sistema interno.;Financeiro_e_Custas
3408;Audiência una adiada a pedido de uma das partes.;Prazos_e_Audiências
3116;O prazo para réplica encerra-se na próxima sexta-feira. A parte contrária já foi intimada.;Prazos_e_Audiências
2233;O holerite do reclamante foi enviado por e-mail no sistema interno do escritório.;Gestão_de_Documentos
3729;Aviso de pauta: A audiência de justificação está aguardando o link. Prepare a documentação.;Prazos_e_Audiências
4873;Aviso interno: O Dr. Carlos validou a tese de defesa como prioridade 1.;Tarefas_e_Delegações_Interna
1365;Segunda via de boleto emitida com sucesso.;Financeiro_e_Custas
941;Agravo de instrumento interposto no processo nº 0058913-71.2024.8.21.0001.;Andamentos_Processuais
837;Apelação recebida nos efeitos devolutivo e suspensivo na 13ª Vara Cível. Publicação no Diário Oficial de hoje.;Andamentos_Processuais
2800;Status interno: O arquivo PDF foi fragmentado em partes na subpasta de atos constitutivos.;Gestão_de_Documentos
860;Atualização processual: Novo despacho proferido. Cumpra-se com urgência.;Andamentos_Processuais
3309;A audiência de justificação ocorrerá de forma 100% virtual. Revise os memoriais antes da data.;Prazos_e_Audiências
1882;Despesas de correio (AR) repassadas para a fatura final do cliente.;Financeiro_e_Custas
1440;Bloqueio Sisbajud no valor de R$ 1.200,00.;Financeiro_e_Custas
4694;Urgente: Dr. Roberto pediu urgência na análise do caso e o prazo interno vence hoje.;Tarefas_e_Delegações_Interna
4144;Nova delegação: O advogado pleno assumiu o cadastro da ação e aguarda aprovação.;Tarefas_e_Delegações_Interna
2964;Os contracheques do reclamante foram renomeados por ordem de data.;Gestão_de_Documentos
3177;Aviso de pauta: O prazo para réplica inicia-se amanhã.;Prazos_e_Audiências
2067;Comprovante de renda arquivado na pasta digital do processo.;Gestão_de_Documentos
3121;Prazo para contestação vence em 7 dias corridos.;Prazos_e_Audiências
829;Trânsito em julgado certificado na 1ª Vara Cível. O prazo recursal inicia-se amanhã.;Andamentos_Processuais
1790;Faturamento: As despesas de viagem estão pendentes na conta do escritório.;Financeiro_e_Custas
2592;Upload falhou: a certidão de trânsito em julgado foi digitalizada em alta resolução.;Gestão_de_Documentos
1516;Acordo financeiro quitado para conferência do sócio.;Financeiro_e_Custas
4286;Tarefa atribuída: ligar para o cliente do caso Farmácias Reunidas Ltda.;Tarefas_e_Delegações_Interna
3557;Prazo para embargos de declaração expira em 48 horas.;Prazos_e_Audiências
1495;Confirmação: Os honorários contratuais foram gerados.;Financeiro_e_Custas
3385;Audiência de conciliação registrada na pauta do dia 22/3.;Prazos_e_Audiências
4915;Lembrete: finalizar o termo de audiência até amanhã.;Tarefas_e_Delegações_Interna
470;Atenção: Determinada a penhora online pelo Tribunal de Justiça. O prazo recursal inicia-se amanhã.;Andamentos_Processuais
4618;Urgente: O departamento cível aprovou a estratégia de defesa e o prazo interno vence hoje.;Tarefas_e_Delegações_Interna
3591;O prazo para embargos de declaração inicia-se amanhã. O sistema PJe já foi atualizado.;Prazos_e_Audiências
2847;Alerta: O relatório médico precisa ser reencaminhado pelo sócio responsável.;Gestão_de_Documentos
2724;Assinatura eletrônica da procuração ad judicia pendente.;Gestão_de_Documentos
2897;Upload falhou: A carta de preposição excedeu o limite de tamanho pelo assistente jurídico.;Gestão_de_Documentos
1663;Alerta financeiro: As custas processuais foram confirmadas com vencimento para amanhã.;Financeiro_e_Custas
2565;Alerta: O relatório médico está pendente de assinatura na subpasta de atos constitutivos.;Gestão_de_Documentos
2898;Documento: A certidão de nascimento foi corrompida durante o upload.;Gestão_de_Documentos
3696;Audiência de instrução e julgamento registrada na pauta do dia 25/12.;Prazos_e_Audiências
4507;Lembrete: O setor paralegal validou o preenchimento do timesheet para amanhã cedo.;Tarefas_e_Delegações_Interna
1907;Pagamento pendente: O precatório no valor de R$ 5.800,00 foi lançado conforme tabela da OAB.;Financeiro_e_Custas
4631;Status da tarefa: A estagiária aprovou a minuta do acordo antes do fim do expediente.;Tarefas_e_Delegações_Interna
54;Suspensão do processo por 30 dias na 1ª Vara de Família. O processo segue tramitação normal.;Andamentos_Processuais
1184;As custas processuais venceram com acréscimo de multa.;Financeiro_e_Custas
406;Recebidos os autos da instância superior na 15ª Vara Cível. Autos aguardam prazo no cartório.;Andamentos_Processuais
4464;Aviso interno: O estagiário cancelou a reunião de equipe sem dilação de prazo.;Tarefas_e_Delegações_Interna
248;Aviso de movimentação: Carta precatória expedida pela secretaria da vara. Confira o teor no sistema.;Andamentos_Processuais
3800;A audiência de justificação está confirmada para hoje.;Prazos_e_Audiências
1757;Confirmação: Os honorários de sucumbência foram transferidos pelo setor financeiro.;Financeiro_e_Custas
1163;Urgente: Os honorários de sucumbência foram recebidos.;Financeiro_e_Custas
273;Expedido alvará judicial eletrônico em favor do autor.;Andamentos_Processuais
3555;Sessão de mediação familiar confirmada para o dia 12, às 08h30.;Prazos_e_Audiências
2597;Alerta: O arquivo PDF foi anexado com sucesso.;Gestão_de_Documentos
4373;Lembrete: O sócio sênior conferiu a pauta de audiências sem dilação de prazo.;Tarefas_e_Delegações_Interna
1490;Parcelamento de honorários no valor de R$ 6.500,00.;Financeiro_e_Custas
3099;Aviso de pauta: A audiência admonitória foi cancelada pelo juízo. Revise os memoriais.;Prazos_e_Audiências
2888;Atenção: A documentação anexada foi corrompida durante o upload na nuvem corporativa.;Gestão_de_Documentos
504;Determinada a penhora de bens móveis na 18ª Vara de Família. Disponibilizado no Diário da Justiça Eletrônico.;Andamentos_Processuais
2883;Exportação do relatório de andamentos gerada em planilha.;Gestão_de_Documentos
3838;Lembrete: A audiência de oitiva de testemunhas foi remarcada para sexta-feira. Revise os memoriais.;Prazos_e_Audiências
579;Embargos de declaração acolhidos com efeitos na 13ª Vara Cível. Autos aguardam prazo no cartório.;Andamentos_Processuais
132;Baixa definitiva dos autos no Tribunal Regional do Trabalho.;Andamentos_Processuais
2440;Laudo pericial categorizado na caixa de entrada do sistema.;Gestão_de_Documentos
4514;Lembrete: enviar o RG atualizado até amanhã.;Tarefas_e_Delegações_Interna
951;Atenção: Sentença proferida pela secretaria da vara. O prazo recursal inicia-se amanhã.;Andamentos_Processuais
1252;Alvará judicial liberado e transferido para a conta do escritório.;Financeiro_e_Custas
4971;Relatório semanal de Farmácias Reunidas Ltda foi validado pela diretoria.;Tarefas_e_Delegações_Interna
4095;Protocolar o contrato social via Microsoft Teams.;Tarefas_e_Delegações_Interna
883;Status do processo: Determinada a penhora online no portal eletrônico e-SAJ.;Andamentos_Processuais
1967;Parcelamento de honorários aguardando aprovação da diretoria.;Financeiro_e_Custas
2782;Atualização: A procuração ad judicia foi anexada com sucesso na nuvem corporativa.;Gestão_de_Documentos
3252;Atenção: O prazo para manifestação foi prorrogado por 5 dias. Não perca o horário estabelecido.;Prazos_e_Audiências
2684;A carta de preposição foi salva na pasta do cliente no sistema interno do escritório.;Gestão_de_Documentos
4107;Nova delegação: O estagiário atribuiu a redação da petição antes do fim do expediente.;Tarefas_e_Delegações_Interna
447;Mandado de citação expedido na 12ª Vara Cível.;Andamentos_Processuais
1518;Boleto de honorários contratuais emitido no valor de R$ 250,00.;Financeiro_e_Custas
1512;Boleto de honorários emitido e notificação enviada ao financeiro.;Financeiro_e_Custas
2730;Cópia autenticada da planilha de cálculos solicitada ao cartório.;Gestão_de_Documentos
1455;Alerta financeiro: A RPV no valor de R$ 8.800,00 foi aprovada com sucesso.;Financeiro_e_Custas
1119;Solicitação de verba aprovada e notificação enviada ao financeiro.;Financeiro_e_Custas
3900;A sessão plenária do júri está confirmada para hoje. Não perca o horário estabelecido.;Prazos_e_Audiências
827;Atualização processual: Expedido alvará eletrônico no sistema PJe. Aguardando decurso de prazo.;Andamentos_Processuais
2158;Falha no upload da réplica: arquivo corrompido.;Gestão_de_Documentos
1362;Extrato de pagamentos sucumbenciais referente ao processo da reclamada.;Financeiro_e_Custas
4428;Atenção equipe: A equipe cível solicitou a conferência de prazos como prioridade 1.;Tarefas_e_Delegações_Interna
3908;Audiência de instrução e julgamento registrada na pauta do dia 16/3.;Prazos_e_Audiências
4941;Aviso interno: A equipe cível revisou a análise de viabilidade para despacho com o magistrado.;Tarefas_e_Delegações_Interna
1595;Fundo fixo de despesas atualizado.;Financeiro_e_Custas
229;Ofício expedido pelo desembargador relator.;Andamentos_Processuais
2727;Backup dos documentos de Banco Meridional realizado com sucesso.;Gestão_de_Documentos
4182;Workflow iniciado: revisão documental do processo de Distribuidora Central.;Tarefas_e_Delegações_Interna
998;Requisitada informação à autoridade coatora em mandado de segurança.;Andamentos_Processuais
3923;Importante: A sessão do tribunal do júri foi adiada para o próximo mês. Evite a preclusão.;Prazos_e_Audiências
4795;Solicitação de suporte: verificar pendência financeira de Banco Meridional.;Tarefas_e_Delegações_Interna
2478;Comprovante de renda pendente de assinatura digital via DocuSign.;Gestão_de_Documentos
3549;A audiência de oitiva de testemunhas ocorrerá de forma 100% virtual. Revise os memoriais.;Prazos_e_Audiências
1816;Custo de averbação em cartório confirmado pela controladoria jurídica.;Financeiro_e_Custas
1740;Urgente: O depósito judicial foi aprovado e notificação enviada.;Financeiro_e_Custas
483;Recurso de apelação recebido na 6ª Vara Federal.;Andamentos_Processuais
553;Aviso de movimentação: Determinada a penhora online.;Andamentos_Processuais
853;Expedição de alvará judicial eletrônico no Tribunal Regional Federal da 3ª Região.;Andamentos_Processuais
1716;Reembolso de diligência aprovado no sistema interno.;Financeiro_e_Custas
2657;Status interno: A ficha de cadastro foi protocolada internamente na nuvem corporativa.;Gestão_de_Documentos
128;Julgamento virtual iniciado na 8ª Vara de Execuções Fiscais.;Andamentos_Processuais
2954;Status interno: O contrato de locação foi digitalizado em alta resolução no dossiê previdenciário.;Gestão_de_Documentos
4394;Aviso interno: A controladoria jurídica assumiu a revisão da contestação para a reunião de sexta.;Tarefas_e_Delegações_Interna
3161;A sessão de julgamento foi cancelada pelo juízo. Notifique o cliente.;Prazos_e_Audiências
4465;Lembrete: O gestor do departamento delegou o preenchimento do timesheet para alinhamento estratégico.;Tarefas_e_Delegações_Interna
183;Juntada de AR de intimação positivo. Notificação enviada por e-mail.;Andamentos_Processuais
4933;Reunião interna marcada para discutir a estratégia do caso Distribuidora Central.;Tarefas_e_Delegações_Interna
1789;Aviso: O reembolso de diligência foi creditado para conferência.;Financeiro_e_Custas
2978;Cópias das conversas de WhatsApp formatadas e salvas para prova.;Gestão_de_Documentos
2534;Atenção: O holerite do reclamante foi assinado digitalmente no dossiê previdenciário.;Gestão_de_Documentos
4228;Departamento tributário finalizou a revisão dos cálculos do processo de Banco Meridional.;Tarefas_e_Delegações_Interna
3475;O prazo para contrarrazões inicia-se amanhã. O estagiário já incluiu na agenda.;Prazos_e_Audiências
1899;Precatório referente ao processo da parte autora.;Financeiro_e_Custas
293;Status do processo: Autos remetidos à conclusão. Vista às partes por 5 dias.;Andamentos_Processuais
4976;Aviso interno: O Dr. Carlos conferiu a planilha de clientes referente ao caso Silva.;Tarefas_e_Delegações_Interna
87;Revogação de liminar anteriormente deferida no processo do reclamante.;Andamentos_Processuais
4950;Aviso interno: A equipe trabalhista aprovou o cadastro da ação como prioridade 1.;Tarefas_e_Delegações_Interna
3587;Prazo para impugnação ao cumprimento de sentença iniciado no processo de Transportadora Rios.;Prazos_e_Audiências
3502;A audiência de oitiva de testemunhas foi cancelada pelo juízo. Notifique o cliente com urgência.;Prazos_e_Audiências
4531;Reunião interna marcada para discutir a estratégia do caso Maria Santos.;Tarefas_e_Delegações_Interna
